Parameter, Results Mean, Results SD, Time Mean, Time SD
50, 7,4000, 2,0591, 60729,4000, 458,2188
100, 16,5000, 2,3770, 62917,0000, 1171,2800
150, 17,4000, 1,4283, 65953,4000, 1021,7840
200, 21,6000, 2,0591, 62850,6000, 958,5038
250, 22,5000, 2,1095, 64281,7000, 1408,5410
